링크,제목,키워드,기관,카테고리목록
https://www.damoa.or.kr/main/cmf_video.php?no=1939,선화엄마 운동법 밸런스운동 운동 영상,,사단법인 전국장애인부모연대,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=1937,선화엄마 운동법 에어로빅 운동 영상,,사단법인 전국장애인부모연대,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=1904,보다송_운동편 운동 영상,,사단법인 전국장애인부모연대,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=169,개그맨 윤형빈과 함께하는 집에서 하는 쉬운 운동법,,시청자미디어재단,기타/건강체조하기; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 부모교육 및 지원정책/건강체조하기; 요리/홈트레이닝; 취미/건강체조하기; 교육/홈트레이닝; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/홈트레이닝; 요리/건강체조하기; 안전/건강체조하기; 기타/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝
https://www.damoa.or.kr/main/cmf_video.php?no=80,즐거운 건강 체조,,EBS,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=13,번개체조 잘난체조,,EBS,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=12,얄라차 체조 동영상,,EBS,기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기
https://www.damoa.or.kr/main/cmf_video.php?no=11,튼튼 쑥쑥 얄라차 체조,,EBS,기타/건강체조하기; 기타/스케이트 타기; 부모교육 및 지원정책/건강체조하기; 취미/건강체조하기; 부모교육 및 지원정책/스케이트 타기; 유튜브/건강체조하기; 직업/건강체조하기; 취미/스케이트 타기; 유튜브/스케이트 타기; 건강/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 직업/스케이트 타기; 요리/건강체조하기; 건강/스케이트 타기; 우리들의 이야기/스케이트 타기; 교육/스케이트 타기; 요리/스케이트 타기; 안전/건강체조하기; 안전/스케이트 타기
https://www.damoa.or.kr/main/cmf_video.php?no=124,달달하고 맛있는 팬케이크와 에그 스크램블 만드는 비법,,EBS,교육/계란요리; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 기타/팬케이크; 안전/계란요리; 부모교육 및 지원정책/팬케이크; 안전/요리사; 취미/팬케이크; 유튜브/팬케이크; 건강/요리사; 직업/팬케이크; 건강/팬케이크; 기타/계란요리; 우리들의 이야기/팬케이크; 요리/팬케이크; 기타/요리사; 교육/팬케이크; 부모교육 및 지원정책/계란요리; 부모교육 및 지원정책/요리사; 취미/계란요리; 유튜브/계란요리; 취미/요리사; 안전/팬케이크; 직업/계란요리; 유튜브/요리사; 건강/계란요리; 우리들의 이야기/계란요리; 직업/요리사; 요리/계란요리
https://www.damoa.or.kr/main/cmf_video.php?no=205,스크램블 에그 만들기 (매거진 Autism),,유튜브 채널 오티즘엑스포,교육/계란요리; 안전/계란요리; 취미/계란요리; 기타/계란요리; 유튜브/계란요리; 직업/계란요리; 건강/계란요리; 부모교육 및 지원정책/계란요리; 우리들의 이야기/계란요리; 요리/계란요리
https://www.damoa.or.kr/main/cmf_video.php?no=193,달걀 프라이 만들기 (매거진 Autism),,유튜브 채널 한국자폐인사랑협회,교육/계란요리; 안전/계란요리; 취미/계란요리; 기타/계란요리; 유튜브/계란요리; 직업/계란요리; 건강/계란요리; 부모교육 및 지원정책/계란요리; 우리들의 이야기/계란요리; 요리/계란요리
https://www.damoa.or.kr/main/cmf_video.php?no=1979,강점기반의 생애 활동 건강 1편 부모교육 강의 영상,,사단법인 전국장애인부모연대,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=138,안경을 쓰는 이유와 좋은 습관,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=132,땅에 떨어진 음식을 먹으면 안되는 이유,,EBS,취미/식중독; 유튜브/식중독; 기타/교육정보; 직업/식중독; 건강/식중독; 우리들의 이야기/식중독; 교육/식중독; 부모교육 및 지원정책/교육정보; 요리/식중독; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 안전/식중독; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/식중독; 안전/교육정보; 부모교육 및 지원정책/식중독
https://www.damoa.or.kr/main/cmf_video.php?no=131,에너지 음료를 많이 마시면 안되는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=130,담배를 피우면 안되는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=129,다이어트 건강 상식,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=128,화장을 함부로 하면 안되는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=122,손이 꽁꽁 얼었을 때 어떻게 해야 될까요?,,EBS,기타/피부가 얼었을 때; 기타/교육정보; 부모교육 및 지원정책/피부가 얼었을 때; 취미/피부가 얼었을 때; 부모교육 및 지원정책/교육정보; 유튜브/피부가 얼었을 때; 취미/교육정보; 직업/피부가 얼었을 때; 유튜브/교육정보; 건강/피부가 얼었을 때; 우리들의 이야기/피부가 얼었을 때; 직업/교육정보; 요리/피부가 얼었을 때; 교육/피부가 얼었을 때; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/피부가 얼었을 때; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=121,손을 데었을 때는 어떻게 해야 될까요?,,EBS,안전/화상; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/화상; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/화상; 직업/교육정보; 취미/화상; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/화상; 직업/화상; 요리/교육정보; 건강/화상; 우리들의 이야기/화상; 교육/화상; 요리/화상; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=119,벌레가 귀에 들어갔을 때는 어떻게 해야 될까요?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=118,음식이 목에 걸렸을 때는 어떻게 해야 될까요?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=112,전기의 위험성과 소중함을 알아야 하는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=111,여름철 일사병 안전교육,,EBS,기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/일사병; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/일사병; 취미/일사병; 직업/교육정보; 건강/교육정보; 유튜브/일사병; 직업/일사병; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 건강/일사병; 우리들의 이야기/일사병; 교육/일사병; 요리/일사병; 안전/교육정보; 안전/일사병
https://www.damoa.or.kr/main/cmf_video.php?no=110,두드러기를 일으키는 과자의 위험성,,EBS,요리/두드러기; 교육/두드러기; 기타/교육정보; 부모교육 및 지원정책/교육정보; 안전/두드러기; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 기타/두드러기; 요리/교육정보; 부모교육 및 지원정책/두드러기; 취미/두드러기; 안전/교육정보; 유튜브/두드러기; 직업/두드러기; 건강/두드러기; 우리들의 이야기/두드러기
https://www.damoa.or.kr/main/cmf_video.php?no=109,꼭 맞는 신발을 신어야 하는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=108,사이좋게 아껴쓰고 나눠쓰기,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=105,동물도 이갈이를 하는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=104,"우리 몸의 중심 부위, 심장이 하는 일",,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=103,뼈를 튼튼하게 하는 방법,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=99,모기에 물렸을 때 대처 방법,,EBS,직업/벌레물림; 건강/벌레물림; 기타/교육정보; 교육/벌레물림; 우리들의 이야기/벌레물림; 요리/벌레물림; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/벌레물림; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/벌레물림; 부모교육 및 지원정책/벌레물림; 안전/교육정보; 취미/벌레물림; 유튜브/벌레물림
https://www.damoa.or.kr/main/cmf_video.php?no=98,코에 이물질이 들어갔을 때 대처 방법,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=96,"상처로 생긴 딱지, 함부로 떼면 안되는 이유",,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=89,낯선 사람이 말을 걸어오면 어떻게 해야 될까요?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=88,숲에서는 벌을 조심해야 되는 이유,,EBS,직업/벌레물림; 건강/벌레물림; 기타/교육정보; 교육/벌레물림; 우리들의 이야기/벌레물림; 요리/벌레물림; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/벌레물림; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/벌레물림; 부모교육 및 지원정책/벌레물림; 안전/교육정보; 취미/벌레물림; 유튜브/벌레물림
https://www.damoa.or.kr/main/cmf_video.php?no=85,집에서도 조심히 놀아야 하는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=84,눈을 건강하게 지키는 방법,,EBS,기타/눈이 아플 때; 기타/교육정보; 부모교육 및 지원정책/눈이 아플 때; 취미/눈이 아플 때; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/눈이 아플 때; 유튜브/교육정보; 직업/눈이 아플 때; 건강/눈이 아플 때; 직업/교육정보; 우리들의 이야기/눈이 아플 때; 교육/눈이 아플 때; 건강/교육정보; 요리/눈이 아플 때; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/눈이 아플 때; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=83,황사로부터 건강을 지키는 법,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=82,예쁜 꿈을 꾸려면 어떻게 해야 할까요?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=75,"아자아자, 외출준비하기",,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=73,딸꾹질을 멈추려면 어떻게 해야 될까요?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=70,소변을 참으면 안되는 이유,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=69,라면은 누가 처음 만들었을까?,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=63,학교에서 다치지 않고 안전하게 지내는 법,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=62,재미있게 표지판에 대해 배워봅시다,,EBS,부모교육 및 지원정책/표지판 읽기; 기타/교육정보; 취미/표지판 읽기; 유튜브/표지판 읽기; 부모교육 및 지원정책/교육정보; 직업/표지판 읽기; 건강/표지판 읽기; 취미/교육정보; 우리들의 이야기/표지판 읽기; 요리/표지판 읽기; 유튜브/교육정보; 교육/표지판 읽기; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/표지판 읽기; 안전/교육정보; 기타/표지판 읽기
https://www.damoa.or.kr/main/cmf_video.php?no=61,주차장에서의 안전 약속,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=60,엘리베이터의 안전 약속,,EBS,유튜브/엘리베이터 안전; 직업/엘리베이터 안전; 건강/엘리베이터 안전; 기타/교육정보; 우리들의 이야기/엘리베이터 안전; 요리/엘리베이터 안전; 교육/엘리베이터 안전; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 안전/엘리베이터 안전; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/엘리베이터 안전; 안전/교육정보; 부모교육 및 지원정책/엘리베이터 안전; 취미/엘리베이터 안전
https://www.damoa.or.kr/main/cmf_video.php?no=59,모두모두 안전하게 길 걷기,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=58,전기 코드 안전 교육,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=57,음식물 안전교육,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=56,"놀이동산, 물놀이 안전교육",,EBS,안전/물놀이 안전; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/물놀이 안전; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/물놀이 안전; 직업/교육정보; 건강/교육정보; 취미/물놀이 안전; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/물놀이 안전; 요리/교육정보; 직업/물놀이 안전; 건강/물놀이 안전; 우리들의 이야기/물놀이 안전; 교육/물놀이 안전; 요리/물놀이 안전; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=44,나 혼자 화장실 뒷 처리 하기 방법,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=43,양말 짝 찾기 도전,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=25,자석이 된 풍선,,EBS,직업/풍선 만들기; 건강/풍선 만들기; 우리들의 이야기/풍선 만들기; 기타/교육정보; 교육/풍선 만들기; 요리/풍선 만들기; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/교육정보; 안전/풍선 만들기; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/풍선 만들기; 부모교육 및 지원정책/풍선 만들기; 안전/교육정보; 취미/풍선 만들기; 유튜브/풍선 만들기
https://www.damoa.or.kr/main/cmf_video.php?no=24,하늘의 천문대 허블 우주망원경,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=23,달걀이 병 속에 쏘 옥,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=22,망원경의 발명,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=7,앗! 뜨거운 것을 조심합니다,,EBS,안전/화상; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/화상; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/화상; 직업/교육정보; 취미/화상; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/화상; 직업/화상; 요리/교육정보; 건강/화상; 우리들의 이야기/화상; 교육/화상; 요리/화상; 안전/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=6,아침이야 일어나,,EBS,부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보
https://www.damoa.or.kr/main/cmf_video.php?no=20,교통사고 났을 때 대처방법,교통사고,EBS,우리들의 이야기/응급 치료; 교육/응급 치료; 부모교육 및 지원정책/교통사고; 요리/응급 치료; 취미/교통사고; 기타/의료서비스; 유튜브/교통사고; 안전/병원; 부모교육 및 지원정책/의료서비스; 직업/교통사고; 취미/의료서비스; 건강/교통사고; 안전/응급 치료; 우리들의 이야기/교통사고; 교육/교통사고; 요리/교통사고; 유튜브/의료서비스; 직업/의료서비스; 건강/의료서비스; 기타/병원; 우리들의 이야기/의료서비스; 교육/의료서비스; 요리/의료서비스; 부모교육 및 지원정책/병원; 안전/교통사고; 기타/응급 치료; 취미/병원; 유튜브/병원; 부모교육 및 지원정책/응급 치료; 취미/응급 치료; 안전/의료서비스; 직업/병원; 건강/병원; 우리들의 이야기/병원; 기타/교통사고; 요리/병원; 직업/응급 치료; 유튜브/응급 치료; 교육/병원; 건강/응급 치료
https://www.damoa.or.kr/main/cmf_video.php?no=3979,엄마의 뒷모습을 본 적 있나요? #기타리스트김지희,기타리스트,유튜브 채널 심터뷰,유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트
https://www.damoa.or.kr/main/cmf_video.php?no=2194,희망을 연주하는 기타리스트 김지희씨 이야기(휴먼다큐 희망人),기타리스트,복지TV,유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트
https://www.damoa.or.kr/main/cmf_video.php?no=2177,"'나의 노래는 멀리 멀리' 김지희 기타리스트, 현진식 감독 인터뷰(복지TV 행복나눔지킴이)",기타리스트,복지TV,유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트
https://www.damoa.or.kr/main/cmf_video.php?no=162,아름다운 선율의 기타리스트 이야기,기타리스트,EBS,유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트
https://www.damoa.or.kr/main/cmf_video.php?no=2349,진우가 김밥을 말아요.,김밥,유튜브 채널 발달장애 진우의 자립생활,유튜브/김밥; 직업/김밥; 건강/김밥; 부모교육 및 지원정책/김밥; 우리들의 이야기/김밥; 취미/김밥; 요리/김밥; 교육/김밥; 안전/김밥; 기타/김밥
https://www.damoa.or.kr/main/cmf_video.php?no=100,맛있는 김밥과 수제 햄버거 만드는 비법,김밥,EBS,유튜브/김밥; 우리들의 이야기/요리사; 요리/요리사; 직업/김밥; 교육/요리사; 기타/햄버거; 건강/김밥; 우리들의 이야기/김밥; 요리/김밥; 교육/김밥; 부모교육 및 지원정책/햄버거; 취미/햄버거; 안전/요리사; 유튜브/햄버거; 직업/햄버거; 안전/김밥; 건강/햄버거; 우리들의 이야기/햄버거; 요리/햄버거; 교육/햄버거; 기타/요리사; 기타/김밥; 부모교육 및 지원정책/요리사; 안전/햄버거; 취미/요리사; 부모교육 및 지원정책/김밥; 취미/김밥; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=2620,발달장애 동생과 언니의 일상: 김밥나라 편,김밥,유튜브 채널 볼살빵빵티비,유튜브/김밥; 직업/김밥; 건강/김밥; 부모교육 및 지원정책/김밥; 우리들의 이야기/김밥; 취미/김밥; 요리/김밥; 교육/김밥; 안전/김밥; 기타/김밥
https://www.damoa.or.kr/main/cmf_video.php?no=2193,사랑을 담은 도시락 '사랑온' 이야기(휴먼다큐 희망人),도시락,복지TV,기타/도시락; 유튜브/도시락; 직업/도시락; 건강/도시락; 부모교육 및 지원정책/도시락; 우리들의 이야기/도시락; 취미/도시락; 요리/도시락; 교육/도시락; 안전/도시락
