,제목,기관,키워드,카테고리목록,요약,링크
244,개그맨 윤형빈과 함께하는 집에서 하는 쉬운 운동법,시청자미디어재단,"개그맨, 윤형빈, 집, 쉬운, 운동법, 건강체조하기, 홈트레이닝, 유튜브, 직업, 우리들의 이야기, 부모교육, 지원정책, 요리, 취미, 교육, 안전",기타/건강체조하기; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 부모교육 및 지원정책/건강체조하기; 요리/홈트레이닝; 취미/건강체조하기; 교육/홈트레이닝; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/홈트레이닝; 요리/건강체조하기; 안전/건강체조하기; 기타/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝,,https://www.damoa.or.kr/main/cmf_video.php?no=169
245,즐거운 건강 체조,EBS,"기타, 건강체조하기, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 즐거운, 체조",기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기,,https://www.damoa.or.kr/main/cmf_video.php?no=80
246,번개체조 잘난체조,EBS,"번개체조, 잘난체조, 건강체조하기, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리",기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기,,https://www.damoa.or.kr/main/cmf_video.php?no=13
247,얄라차 체조 동영상,EBS,"얄라차, 체조, 건강, 기타, 유튜브, 직업, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리",기타/건강체조하기; 유튜브/건강체조하기; 직업/건강체조하기; 건강/건강체조하기; 부모교육 및 지원정책/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 안전/건강체조하기; 취미/건강체조하기; 요리/건강체조하기,,https://www.damoa.or.kr/main/cmf_video.php?no=12
248,튼튼 쑥쑥 얄라차 체조,EBS,"튼튼, 쑥쑥, 얄라차, 체조, 건강체조하기, 스케이트 타기, 부모교육, 지원정책, 취미, 유튜브, 직업, 요리, 안전, 우리들의 이야기, 교육",기타/건강체조하기; 기타/스케이트 타기; 부모교육 및 지원정책/건강체조하기; 취미/건강체조하기; 부모교육 및 지원정책/스케이트 타기; 유튜브/건강체조하기; 직업/건강체조하기; 취미/스케이트 타기; 유튜브/스케이트 타기; 건강/건강체조하기; 우리들의 이야기/건강체조하기; 교육/건강체조하기; 직업/스케이트 타기; 요리/건강체조하기; 건강/스케이트 타기; 우리들의 이야기/스케이트 타기; 교육/스케이트 타기; 요리/스케이트 타기; 안전/건강체조하기; 안전/스케이트 타기,,https://www.damoa.or.kr/main/cmf_video.php?no=11
249,달달하고 맛있는 팬케이크와 에그 스크램블 만드는 비법,EBS,"팬케이크, 에그 스크램블, 요리, 계란요리, 요리사, 교육, 안전, 건강, 취미, 직업, 부모교육 및 지원정책, 우리들의 이야기, 기타",교육/계란요리; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 기타/팬케이크; 안전/계란요리; 부모교육 및 지원정책/팬케이크; 안전/요리사; 취미/팬케이크; 유튜브/팬케이크; 건강/요리사; 직업/팬케이크; 건강/팬케이크; 기타/계란요리; 우리들의 이야기/팬케이크; 요리/팬케이크; 기타/요리사; 교육/팬케이크; 부모교육 및 지원정책/계란요리; 부모교육 및 지원정책/요리사; 취미/계란요리; 유튜브/계란요리; 취미/요리사; 안전/팬케이크; 직업/계란요리; 유튜브/요리사; 건강/계란요리; 우리들의 이야기/계란요리; 직업/요리사; 요리/계란요리,,https://www.damoa.or.kr/main/cmf_video.php?no=124
250,스크램블 에그 만들기 (매거진 Autism),유튜브 채널 오티즘엑스포,"스크램블 에그, 교육, 안전, 취미, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 요리, 계란요리",교육/계란요리; 안전/계란요리; 취미/계란요리; 기타/계란요리; 유튜브/계란요리; 직업/계란요리; 건강/계란요리; 부모교육 및 지원정책/계란요리; 우리들의 이야기/계란요리; 요리/계란요리,,https://www.damoa.or.kr/main/cmf_video.php?no=205
251,달걀 프라이 만들기 (매거진 Autism),유튜브 채널 한국자폐인사랑협회,"달걀, 프라이, 교육, 안전, 취미, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 요리",교육/계란요리; 안전/계란요리; 취미/계란요리; 기타/계란요리; 유튜브/계란요리; 직업/계란요리; 건강/계란요리; 부모교육 및 지원정책/계란요리; 우리들의 이야기/계란요리; 요리/계란요리,,https://www.damoa.or.kr/main/cmf_video.php?no=193
252,강점기반의 생애 활동 건강 1편 부모교육 강의 영상,사단법인 전국장애인부모연대,"부모교육, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 강점기반, 생애 활동, 강의",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=1979
253,안경을 쓰는 이유와 좋은 습관,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 안경, 좋은 습관",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=138
254,땅에 떨어진 음식을 먹으면 안되는 이유,EBS,"취미, 식중독, 유튜브, 기타, 교육정보, 직업, 건강, 우리들의 이야기, 교육, 부모교육 및 지원정책, 요리, 안전",취미/식중독; 유튜브/식중독; 기타/교육정보; 직업/식중독; 건강/식중독; 우리들의 이야기/식중독; 교육/식중독; 부모교육 및 지원정책/교육정보; 요리/식중독; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 안전/식중독; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/식중독; 안전/교육정보; 부모교육 및 지원정책/식중독,,https://www.damoa.or.kr/main/cmf_video.php?no=132
255,에너지 음료를 많이 마시면 안되는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 에너지 음료, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=131
256,담배를 피우면 안되는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 담배, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=130
257,다이어트 건강 상식,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 다이어트, 상식",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=129
258,화장을 함부로 하면 안되는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 화장, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=128
259,손이 꽁꽁 얼었을 때 어떻게 해야 될까요?,EBS,"손, 꽁꽁, 얼었을, 때, 피부, 기타, 교육정보, 부모교육, 지원정책, 취미, 직업, 건강, 우리들의 이야기, 요리, 안전",기타/피부가 얼었을 때; 기타/교육정보; 부모교육 및 지원정책/피부가 얼었을 때; 취미/피부가 얼었을 때; 부모교육 및 지원정책/교육정보; 유튜브/피부가 얼었을 때; 취미/교육정보; 직업/피부가 얼었을 때; 유튜브/교육정보; 건강/피부가 얼었을 때; 우리들의 이야기/피부가 얼었을 때; 직업/교육정보; 요리/피부가 얼었을 때; 교육/피부가 얼었을 때; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/피부가 얼었을 때; 안전/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=122
260,손을 데었을 때는 어떻게 해야 될까요?,EBS,"안전, 화상, 기타, 교육정보, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 요리",안전/화상; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/화상; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/화상; 직업/교육정보; 취미/화상; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/화상; 직업/화상; 요리/교육정보; 건강/화상; 우리들의 이야기/화상; 교육/화상; 요리/화상; 안전/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=121
261,벌레가 귀에 들어갔을 때는 어떻게 해야 될까요?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 벌레, 귀, 대처 방법",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=119
262,음식이 목에 걸렸을 때는 어떻게 해야 될까요?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 음식, 목에 걸림, 응급처치",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=118
263,전기의 위험성과 소중함을 알아야 하는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 전기, 위험성, 소중함",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=112
264,여름철 일사병 안전교육,EBS,"기타, 교육정보, 부모교육, 지원정책, 일사병, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 교육, 요리, 안전, 여름철",기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/일사병; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/일사병; 취미/일사병; 직업/교육정보; 건강/교육정보; 유튜브/일사병; 직업/일사병; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 건강/일사병; 우리들의 이야기/일사병; 교육/일사병; 요리/일사병; 안전/교육정보; 안전/일사병,,https://www.damoa.or.kr/main/cmf_video.php?no=111
265,두드러기를 일으키는 과자의 위험성,EBS,"요리, 두드러기, 교육, 기타, 부모교육 및 지원정책, 안전, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 교육정보",요리/두드러기; 교육/두드러기; 기타/교육정보; 부모교육 및 지원정책/교육정보; 안전/두드러기; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 기타/두드러기; 요리/교육정보; 부모교육 및 지원정책/두드러기; 취미/두드러기; 안전/교육정보; 유튜브/두드러기; 직업/두드러기; 건강/두드러기; 우리들의 이야기/두드러기,,https://www.damoa.or.kr/main/cmf_video.php?no=110
266,꼭 맞는 신발을 신어야 하는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 신발, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=109
267,사이좋게 아껴쓰고 나눠쓰기,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 사이좋게, 아껴쓰기, 나눠쓰기",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=108
268,동물도 이갈이를 하는 이유,EBS,"동물, 이갈이, 부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=105
269,"우리 몸의 중심 부위, 심장이 하는 일",EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 심장, 몸, 중심 부위",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=104
270,뼈를 튼튼하게 하는 방법,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 뼈, 튼튼하게 하는 방법",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=103
271,모기에 물렸을 때 대처 방법,EBS,"모기, 벌레물림, 대처 방법, 건강, 교육정보, 요리, 직업, 우리들의 이야기, 부모교육 및 지원정책, 취미, 안전",직업/벌레물림; 건강/벌레물림; 기타/교육정보; 교육/벌레물림; 우리들의 이야기/벌레물림; 요리/벌레물림; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/벌레물림; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/벌레물림; 부모교육 및 지원정책/벌레물림; 안전/교육정보; 취미/벌레물림; 유튜브/벌레물림,,https://www.damoa.or.kr/main/cmf_video.php?no=99
272,코에 이물질이 들어갔을 때 대처 방법,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 이물질, 대처 방법",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=98
273,"상처로 생긴 딱지, 함부로 떼면 안되는 이유",EBS,"상처, 딱지, 부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=96
274,낯선 사람이 말을 걸어오면 어떻게 해야 될까요?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 낯선 사람, 대화, 대처 방법",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=89
275,숲에서는 벌을 조심해야 되는 이유,EBS,"벌레물림, 건강, 직업, 교육, 기타, 우리들의 이야기, 요리, 부모교육 및 지원정책, 취미, 안전, 유튜브, 교육정보",직업/벌레물림; 건강/벌레물림; 기타/교육정보; 교육/벌레물림; 우리들의 이야기/벌레물림; 요리/벌레물림; 부모교육 및 지원정책/교육정보; 취미/교육정보; 안전/벌레물림; 유튜브/교육정보; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/벌레물림; 부모교육 및 지원정책/벌레물림; 안전/교육정보; 취미/벌레물림; 유튜브/벌레물림,,https://www.damoa.or.kr/main/cmf_video.php?no=88
276,집에서도 조심히 놀아야 하는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 집, 조심히, 놀아야, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=85
277,눈을 건강하게 지키는 방법,EBS,"눈, 건강, 교육정보, 부모교육, 지원정책, 취미, 유튜브, 직업, 우리들의 이야기, 요리, 안전, 눈이 아플 때",기타/눈이 아플 때; 기타/교육정보; 부모교육 및 지원정책/눈이 아플 때; 취미/눈이 아플 때; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/눈이 아플 때; 유튜브/교육정보; 직업/눈이 아플 때; 건강/눈이 아플 때; 직업/교육정보; 우리들의 이야기/눈이 아플 때; 교육/눈이 아플 때; 건강/교육정보; 요리/눈이 아플 때; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/눈이 아플 때; 안전/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=84
278,황사로부터 건강을 지키는 법,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 황사, 건강 지키기",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=83
279,예쁜 꿈을 꾸려면 어떻게 해야 할까요?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 예쁜 꿈",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=82
280,"아자아자, 외출준비하기",EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 외출준비",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=75
281,딸꾹질을 멈추려면 어떻게 해야 될까요?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 딸꾹질, 멈추기",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=73
282,소변을 참으면 안되는 이유,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 소변, 참다, 이유",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=70
283,라면은 누가 처음 만들었을까?,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 라면, 역사",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=69
284,학교에서 다치지 않고 안전하게 지내는 법,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 학교, 다치지 않기, 안전하게 지내기",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=63
285,재미있게 표지판에 대해 배워봅시다,EBS,"부모교육, 지원정책, 표지판 읽기, 기타, 교육정보, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 요리, 안전, 교육",부모교육 및 지원정책/표지판 읽기; 기타/교육정보; 취미/표지판 읽기; 유튜브/표지판 읽기; 부모교육 및 지원정책/교육정보; 직업/표지판 읽기; 건강/표지판 읽기; 취미/교육정보; 우리들의 이야기/표지판 읽기; 요리/표지판 읽기; 유튜브/교육정보; 교육/표지판 읽기; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 안전/표지판 읽기; 안전/교육정보; 기타/표지판 읽기,,https://www.damoa.or.kr/main/cmf_video.php?no=62
286,주차장에서의 안전 약속,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 주차장, 안전 약속",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=61
287,엘리베이터의 안전 약속,EBS,"엘리베이터, 안전, 유튜브, 직업, 건강, 교육정보, 우리들의 이야기, 요리, 취미, 부모교육 및 지원정책",유튜브/엘리베이터 안전; 직업/엘리베이터 안전; 건강/엘리베이터 안전; 기타/교육정보; 우리들의 이야기/엘리베이터 안전; 요리/엘리베이터 안전; 교육/엘리베이터 안전; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/교육정보; 직업/교육정보; 안전/엘리베이터 안전; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/엘리베이터 안전; 안전/교육정보; 부모교육 및 지원정책/엘리베이터 안전; 취미/엘리베이터 안전,,https://www.damoa.or.kr/main/cmf_video.php?no=60
288,모두모두 안전하게 길 걷기,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 길 걷기, 안전하게",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=59
289,전기 코드 안전 교육,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 전기 코드, 안전 교육",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=58
290,음식물 안전교육,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 음식물 안전교육",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=57
291,"놀이동산, 물놀이 안전교육",EBS,"안전, 물놀이 안전, 교육정보, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 요리",안전/물놀이 안전; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/물놀이 안전; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/물놀이 안전; 직업/교육정보; 건강/교육정보; 취미/물놀이 안전; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/물놀이 안전; 요리/교육정보; 직업/물놀이 안전; 건강/물놀이 안전; 우리들의 이야기/물놀이 안전; 교육/물놀이 안전; 요리/물놀이 안전; 안전/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=56
292,나 혼자 화장실 뒷 처리 하기 방법,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 화장실, 뒷 처리, 방법",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=44
293,양말 짝 찾기 도전,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 양말, 짝 찾기, 도전",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=43
294,자석이 된 풍선,EBS,"자석, 풍선, 만들기, 직업, 건강, 우리들의 이야기, 기타, 교육정보, 요리, 부모교육, 지원정책, 취미, 안전",직업/풍선 만들기; 건강/풍선 만들기; 우리들의 이야기/풍선 만들기; 기타/교육정보; 교육/풍선 만들기; 요리/풍선 만들기; 부모교육 및 지원정책/교육정보; 취미/교육정보; 유튜브/교육정보; 안전/풍선 만들기; 직업/교육정보; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 요리/교육정보; 기타/풍선 만들기; 부모교육 및 지원정책/풍선 만들기; 안전/교육정보; 취미/풍선 만들기; 유튜브/풍선 만들기,,https://www.damoa.or.kr/main/cmf_video.php?no=25
